"word","present","len","vowels","consonants","nonletters"
"scages",0,6,2,4,0
"witchbook",0,9,3,6,0
"motiforceto",0,11,5,6,0
"'jooecirz'loamyfqatiu",0,21,9,12,2
"hermannia",1,9,4,5,0
"joub",1,4,2,2,0
"disaccordancy",0,13,4,9,0
"zeroise",1,7,4,3,0
"counterattraction",1,17,7,10,0
"hyperinvolution",1,15,6,9,0
"jukhysrudkje'pf'cl",0,18,3,15,2
"archmurderising",0,15,5,10,0
"carapists",0,9,3,6,0
"mawkier",1,7,3,4,0
"remipedantic",0,12,5,7,0
"nephropodiffish",0,15,5,10,0
"unbrooded",1,9,4,5,0
"disable",0,7,3,4,0
"encatarrhaphy",1,13,4,9,0
"limbas",1,6,2,4,0
"dictograph",1,10,3,7,0
"foecunditatis",1,13,6,7,0
"superti",0,7,3,4,0
"mistlewood",0,10,4,6,0
"thewlike",1,8,3,5,0
"bvz'zrctvjcjeflclswwya",0,22,2,20,1
"thorvald",1,8,2,6,0
"filigraphic",0,11,4,7,0
"cvnnipbzwxmesgvx",0,16,2,14,0
"ecdysiast",1,9,3,6,0
"vhrxzqukgdnujaumzwvauwu",0,23,7,16,0
"nbknestt'",0,9,1,8,1
"bsc",1,3,0,3,0
"skither",1,7,2,5,0
"matrility",0,9,3,6,0
"philochus",0,9,3,6,0
"genotype",1,8,3,5,0
"subnotebook",1,11,5,6,0
"unplumped",0,9,3,6,0
"overcompensated",1,15,6,9,0
"ziyigddsqngkfmx",0,15,2,13,0
"siliquarian",0,11,6,5,0
"suborner",1,8,3,5,0
"hasting",1,7,2,5,0
"cancelability",1,13,5,8,0
"prussianisers",1,13,5,8,0
"humean",1,6,3,3,0
"batfish",1,7,2,5,0
"refright",0,8,2,6,0
"casus",0,5,2,3,0
"balery",0,6,2,4,0
"peers",1,5,2,3,0
"hibenzamia",0,10,5,5,0
"adenomeningeal",1,14,7,7,0
"superactive",1,11,5,6,0
"orchlings",0,9,2,7,0
"suppositive",1,11,5,6,0
"weenen",0,6,3,3,0
"overinsisted",0,12,5,7,0
"dubois",1,6,3,3,0
"zipporthmids",0,12,3,9,0
"notorhynchus",1,12,3,9,0
"fornflux",0,8,2,6,0
"ahur",0,4,2,2,0
"angulus",1,7,3,4,0
"hepancentionny",0,14,5,9,0
"obladiogamerography",0,19,8,11,0
"floater",1,7,3,4,0
"hypsophobia",1,11,4,7,0
"rexes",1,5,2,3,0
"unbreaking",1,10,4,6,0
"clooshidathry",0,13,4,9,0
"ovelaggearmollyal",0,17,7,10,0
"kolea",1,5,3,2,0
"lecithinases",1,12,5,7,0
"sporistternctleranetearediadeprleituc",0,37,15,22,0
"darlinals",0,9,3,6,0
"beliefly",0,8,3,5,0
"nonroy",0,6,2,4,0
"derequisitions",1,14,7,7,0
"helicopt",1,8,3,5,0
"concurboatsuspers",0,17,6,11,0
"trolla",0,6,2,4,0
"quashey",1,7,3,4,0
"cettibiditingatint",0,18,7,11,0
"autoclastic",1,11,5,6,0
"chipperfusingly",0,15,4,11,0
"lstins",0,6,1,5,0
"desmet",1,6,2,4,0
"pennarcocently",0,14,4,10,0
"xoacions",0,8,4,4,0
"omktlsngqmjgnwuuhppavxk'",0,24,4,20,1
"dionuckludis",0,12,5,7,0
"ditog",0,5,2,3,0
"oatoumis",0,8,5,3,0
"yethnlkbdsw",0,11,1,10,0
"lxvlnjmkntty",0,12,0,12,0
"bolandating",0,11,4,7,0
"negro",1,5,2,3,0
"immortalisers",1,13,5,8,0
"'croh'vomnzy'npkvzcpy",0,21,2,19,3
"burny",1,5,1,4,0
"prm",0,3,0,3,0
"redescender",0,11,4,7,0
"whoqe",0,5,2,3,0
"siametapnels",0,12,5,7,0
"ungoscopula",0,11,5,6,0
"zzvvhnynu",0,9,1,8,0
"decimalists",1,11,4,7,0
"legong",1,6,2,4,0
"pedophilism",0,11,4,7,0
"hechtians",0,9,3,6,0
"omnites",0,7,3,4,0
"disfoliageousness",0,17,8,9,0
"rarong",0,6,2,4,0
"wier",1,4,2,2,0
"preaccidental",1,13,5,8,0
"philhellenism",1,13,4,9,0
"pxe",0,3,1,2,0
"sawtimber",1,9,3,6,0
"overutilizations",1,16,8,8,0
"ssthibirhale",0,12,4,8,0
"dictyopterin",0,12,4,8,0
"backlashes",1,10,3,7,0
"maskalonge",1,10,4,6,0
"kurwx'djgcejqv'wsohpses",0,23,4,19,2
"thackerville",1,12,4,8,0
"unkindledness",1,13,4,9,0
"ensilages",1,9,4,5,0
"atermanshantopock",0,17,6,11,0
"dothides",0,8,3,5,0
"inferribility",1,13,5,8,0
"unfallacious",1,12,6,6,0
"allelopipedon",0,13,6,7,0
"tiphianism",0,10,4,6,0
"gallemulhaufficity",0,18,7,11,0
"desimone",1,8,4,4,0
"vaticinated",1,11,5,6,0
"nonabsorptive",1,13,5,8,0
"bundard",0,7,2,5,0
"shoddylike",1,10,3,7,0
"limacina",1,8,4,4,0
"unindividuated",1,14,7,7,0
"jmuiwfmllqwmw",0,13,2,11,0
"direcrially",0,11,4,7,0
"shnvjtiwmw",0,10,1,9,0
"estela",1,6,3,3,0
"nonimmunised",1,12,5,7,0
"abilinstructacleascusaraucera",0,29,13,16,0
"anomaliped",1,10,5,5,0
"nonconsulters",0,13,4,9,0
"eaaoxgclhkaafjhdrdrzixjfis",0,26,8,18,0
"endosome",1,8,4,4,0
"burgle",1,6,2,4,0
"saxonically",1,11,4,7,0
"grough",1,6,2,4,0
"turbidity",1,9,3,6,0
"pew",1,3,1,2,0
"panetella",1,9,4,5,0
"helminthici",0,11,4,7,0
"engnessang",1,10,3,7,0
"omars",0,5,2,3,0
"prewless",0,8,2,6,0
"jacksnipe",1,9,3,6,0
"milivouthoressh",0,15,6,9,0
"ybprpevvokquxjqtkxzohvr'erntxd",0,30,5,25,1
"merckx",1,6,1,5,0
"emprosthotonos",1,14,5,9,0
"upvomit",1,7,3,4,0
"chalybeous",1,10,4,6,0
"latitudinous",1,12,6,6,0
"redesigned",1,10,4,6,0
"thirm",0,5,1,4,0
"subcontinual",1,12,5,7,0
"electrifier",1,11,5,6,0
"chalkeeper",0,10,4,6,0
"nationalising",1,13,6,7,0
"wgamfoddkmbgjn'vci",0,18,3,15,1
"broek",1,5,2,3,0
"hionith",0,7,3,4,0
"zapodidae",1,9,5,4,0
"bocasine",1,8,4,4,0
"feeblement",0,10,4,6,0
"demigrations",1,12,5,7,0
"hangability",1,11,4,7,0
"metrarinke",0,10,4,6,0
"nod",1,3,1,2,0
"flibbertigibbety",1,16,5,11,0
"scholiastic",1,11,4,7,0
"lomentaria",1,10,5,5,0
"urosted",0,7,3,4,0
"leprosarium",1,11,5,6,0
"affatuate",1,9,5,4,0
"vanisher",1,8,3,5,0
"homopteran",1,10,4,6,0
"margaux",1,7,3,4,0
"amentula",1,8,4,4,0
"gennevilliers",1,13,5,8,0
"weaslurus",0,9,4,5,0
"embonpoint",1,10,4,6,0
"sandglasses",1,11,3,8,0
"blindfishers",0,12,3,9,0
"julita",1,6,3,3,0
"microcosmos",1,11,4,7,0
"spantary",0,8,2,6,0
"dramela",0,7,3,4,0
"themuses",0,8,3,5,0
"brophory",0,8,2,6,0
"kie'",0,4,2,2,1
"zobe",1,4,2,2,0
"unfascinate",1,11,5,6,0
"canopy",1,6,2,4,0
"pyralidoidea",1,12,6,6,0
"frisbees",1,8,3,5,0
"splenalgy",1,9,2,7,0
"saturality",0,10,4,6,0
"galla",1,5,2,3,0
"extravailabiogravispecifishes",0,29,13,16,0
"gkow'llmipmhif",0,14,3,11,1
"campbellites",1,12,4,8,0
"pyroline",1,8,3,5,0
"bools",1,5,2,3,0
"chartologic",0,11,4,7,0
"phytonomy",1,9,2,7,0
"reachieves",1,10,5,5,0
"dysart",1,6,1,5,0
"dislionism",0,10,4,6,0
"permatropic",0,11,4,7,0
"perigeratoria",0,13,7,6,0
"latreuse",0,8,4,4,0
"dgiatrda",0,8,3,5,0
"cttts",0,5,0,5,0
"kariti",1,6,3,3,0
"rotterdam",1,9,3,6,0
"richediabjis",0,12,5,7,0
"gyred",1,5,1,4,0
"aldermanical",1,12,5,7,0
"begaudy",1,7,3,4,0
"lwdneee",0,7,3,4,0
"nonapprovingiana",0,16,7,9,0
"commerds",0,8,2,6,0
"quaternions",1,11,5,6,0
"ankyloglossini",0,14,5,9,0
"uncloudy",1,8,3,5,0
"adbqwglie'ynhrcu'ggzgzrgglg",0,27,4,23,2
"quibblings",1,10,3,7,0
"reimpact",1,8,3,5,0
"zkhdciqmtqpmhqyjrpbtmq",0,22,1,21,0
"rengthe",0,7,2,5,0
"appaquirkingsomed",0,17,7,10,0
"trigornafeaspisetalinghauns",0,27,11,16,0
"inhis",0,5,2,3,0
"dasic",0,5,2,3,0
"w'txymhlxx'zrfuo",0,16,2,14,2
"cologies",0,8,4,4,0
"acoustoelectric",1,15,7,8,0
"meejdttnxpeqzodwoj",0,18,5,13,0
"santonin",1,8,3,5,0
"hytepibeaticit",0,14,6,8,0
"auxoamylamine",0,13,7,6,0
"wpis",0,4,1,3,0
"dopped",1,6,2,4,0
"theatrophon",0,11,4,7,0
"volently",1,8,2,6,0
"rockably",1,8,2,6,0
"xnfrantqdsi'le",0,14,3,11,1
"antitrypsin",1,11,3,8,0
"whhflkpsu",0,9,1,8,0
"rigidity",1,8,3,5,0
"crimmanaria",0,11,5,6,0
"kadu",1,4,2,2,0
"akian",0,5,3,2,0
"tabooleys",1,9,4,5,0
"frintiong",0,9,3,6,0
"deindustrialise",1,15,7,8,0
"sidoney",1,7,3,4,0
"importher",0,9,3,6,0
"episiorrhagia",1,13,7,6,0
"gemmonstandicall",0,16,5,11,0
"xfzvmaondvaysvgzjuksewsygvk",0,27,5,22,0
"copumotc'",0,9,3,6,1
"weitranalediferoacrunitiousk",0,28,14,14,0
"himidehotasatic",0,15,7,8,0
"phalacrocorax",1,13,5,8,0
"etindearevillis",0,15,7,8,0
"cxyhiynqdsglsinczjtpfosw",0,24,3,21,0
"trestlework",1,11,3,8,0
"sideat",0,6,3,3,0
"archmonarch",1,11,3,8,0
"postless",1,8,2,6,0
"megacerotinae",0,13,7,6,0
"deletion",1,8,4,4,0
"cytotroph",0,9,2,7,0
"reeve",1,5,3,2,0
"nitudberloisometered",0,20,9,11,0
"qunenapssessis",0,14,5,9,0
"carnivals",1,9,3,6,0
"dingen",0,6,2,4,0
"lurgans",0,7,2,5,0
"gastrantarish",0,13,4,9,0
"kwweujrhqcgvqvnhaswjqmlsmk",0,26,3,23,0
"thyreoid",1,8,3,5,0
"rye",0,3,1,2,0
"spreezing",1,9,3,6,0
"hesitating",1,10,4,6,0
"lampleticicoring",0,16,6,10,0
"unbroadcasted",1,13,5,8,0
"liorg",0,5,2,3,0
"har",0,3,1,2,0
"jwunebxbkdne",0,12,3,9,0
"psescoectina",0,12,5,7,0
"podsonstroddyl",0,14,3,11,0
"camboose",1,8,4,4,0
"tilvsf",0,6,1,5,0
"missiventry",0,11,3,8,0
"bloodlilit",0,10,4,6,0
"toadyishnesses",0,14,5,9,0
"scriver",1,7,2,5,0
"eldfather",1,9,3,6,0
"eudorunix",0,9,5,4,0
"horseheads",1,10,4,6,0
"burtsbitinomowdyverhinescrodromprecervermotableproushile",0,56,20,36,0
"yacks",1,5,1,4,0
"demergenced",0,11,4,7,0
"nagged",1,6,2,4,0
"theocratical",1,12,5,7,0
"namaqualand",1,11,5,6,0
"cront",0,5,1,4,0
"velyiningent",0,12,4,8,0
"resellschaft",0,12,3,9,0
"pgrtekkrznnqvlovlzcllrjjve",0,26,3,23,0
"superoxylenes",0,13,5,8,0
"nucleolini",1,10,5,5,0
"gauger",1,6,3,3,0
"congeological",0,13,6,7,0
"sivaite",1,7,4,3,0
"noncooperationist",1,17,8,9,0
"outrove",1,7,4,3,0
"balanurian",0,10,5,5,0
"flatbrod",1,8,2,6,0
"frfet",0,5,1,4,0
"nonintervention",1,15,6,9,0
"divulsive",1,9,4,5,0
"serrated",1,8,3,5,0
"cormel",1,6,2,4,0
"shering",0,7,2,5,0
"microbes",1,8,3,5,0
"alumbloom",1,9,4,5,0
"unsubduedly",1,11,4,7,0
"bhaktapur",1,9,3,6,0
"cunteriseaticabomne",0,19,9,10,0
"tenerity",1,8,3,5,0
"partie",1,6,3,3,0
"pignerate",1,9,4,5,0
"nauzi",0,5,3,2,0
"kendandass",0,10,3,7,0
"essancia",1,8,4,4,0
"microme",0,7,3,4,0
"rommels",0,7,2,5,0
"pontoniers",1,10,4,6,0
"antipathogen",0,12,5,7,0
"bretry",0,6,1,5,0
"excludible",1,10,4,6,0
"clericussations",0,15,6,9,0
"catholiciser",1,12,5,7,0
"multifidus",1,10,4,6,0
"neritidae",1,9,5,4,0
"mononitrobenzene",1,16,7,9,0
"bonbon",1,6,2,4,0
"spralledine",0,11,4,7,0
"theomagnetisms",0,14,5,9,0
"perman",0,6,2,4,0
"badmouthing",1,11,4,7,0
"lobulousness",0,12,5,7,0
"jeto",0,4,2,2,0
"seidlitz",1,8,3,5,0
"lentles",0,7,2,5,0
"hogman",0,6,2,4,0
"houtionde",0,9,5,4,0
"tubiporoid",1,10,5,5,0
"olociatoverdocantew",0,19,9,10,0
"exaltachi",0,9,4,5,0
"tunnate",0,7,3,4,0
"wolfkins",1,8,2,6,0
"alkoxide",1,8,4,4,0
"coulmer",0,7,3,4,0
"preenlikeely",0,12,5,7,0
"jsfuypue'pepgebbzojghmbl",0,24,6,18,1
"hypericales",1,11,4,7,0
"bedeter",0,7,3,4,0
"aliyahaliyahs",1,13,6,7,0
"barouse",0,7,4,3,0
"unbraking",1,9,3,6,0
"bannffaghoperuprtunolionseorvesind",0,34,13,21,0
"flemish",1,7,2,5,0
"unmodificative",1,14,7,7,0
"iviccs",0,6,2,4,0
"bigamy",1,6,2,4,0
"ultrasonogramed",0,15,6,9,0
"reindustriation",0,15,7,8,0
"angevalencia",0,12,6,6,0
"categorizing",0,12,5,7,0
"decurite",0,8,4,4,0
"isorpoired",0,10,5,5,0
"inconvironocalle",0,16,7,9,0
"appellatively",1,13,5,8,0
"oderalishershan",0,15,6,9,0
"ricardama",1,9,4,5,0
"rntlararolama",0,13,5,8,0
"gllipho",0,7,2,5,0
"sympetalae",1,10,4,6,0
"unmaiden",1,8,4,4,0
"jentrid",0,7,2,5,0
"rmepkownoufs",0,12,4,8,0
"cetelate",0,8,4,4,0
"queenish",0,8,4,4,0
"goshawful",1,9,3,6,0
"mullness",0,8,2,6,0
"baselard",1,8,3,5,0
"koralie",1,7,4,3,0
"deprophenlinatchobast",0,21,7,14,0
"horse",1,5,2,3,0
"cultigen",1,8,3,5,0
"farragut",1,8,3,5,0
"ib'vxsuxvujscaxutmmojxks",0,24,6,18,1
"cropamas",0,8,3,5,0
"retropoleis",0,11,5,6,0
"gxcjpkfpy'airw'",0,15,2,13,2
"impact",1,6,2,4,0
"busiglous",0,9,4,5,0
"doctrine",1,8,3,5,0
"unfrock",1,7,2,5,0
"spiegeleisen",1,12,6,6,0
"boongary",1,8,3,5,0
"status",1,6,2,4,0
"brichec",0,7,2,5,0
"untruckling",1,11,3,8,0
"oqjcjgmrfulphotn",0,16,3,13,0
"exceptionary",1,12,5,7,0
"strime",0,6,2,4,0
"chamiarrin",0,10,4,6,0
"q'ydisjxvr",0,10,1,9,1
"squandermaniac",1,14,6,8,0
"rrblashele",0,10,3,7,0
"reprehened",0,10,4,6,0
"phonabexscty",0,12,3,9,0
"wilbar",1,6,2,4,0
"cahons",0,6,2,4,0
"confabulated",1,12,5,7,0
"reinspirits",1,11,4,7,0
"unclassificated",0,15,6,9,0
"ainteigadfatia",0,14,8,6,0
"ironmaster",1,10,4,6,0
"rokmgdlpjmsbehwjp",0,17,2,15,0
"manteo",1,6,3,3,0
"hubboestoioparittyc",0,19,8,11,0
"stocoelight",0,11,4,7,0
"slogouns",0,8,3,5,0
"ninwork",0,7,2,5,0
"hectory",0,7,2,5,0
"sto",0,3,1,2,0
"dreed",1,5,2,3,0
"outtinkling",1,11,4,7,0
"inoculated",1,10,5,5,0
"tzutuhil",1,8,3,5,0
"trophottings",0,12,3,9,0
"undeparatophone",0,15,7,8,0
"aftereyeing",1,11,5,6,0
"bledicors",0,9,3,6,0
"ctyganects",0,10,2,8,0
"pirameatian",0,11,6,5,0
"sweetkins",1,9,3,6,0
"blickey",1,7,2,5,0
"dowbleddrhuclyalarkntithaka",0,27,8,19,0
"ilus",0,4,2,2,0
"instaidness",0,11,4,7,0
"melote",1,6,3,3,0
"firebrant",0,9,3,6,0
"moorberry",1,9,3,6,0
"disinfectant",1,12,4,8,0
"herower",0,7,3,4,0
"incorrupted",1,11,4,7,0
"bellied",1,7,3,4,0
"mokintiverle",0,12,5,7,0
"searcloth",1,9,3,6,0
"reevection",0,10,5,5,0
"burdensome",1,10,4,6,0
"organtic",0,8,3,5,0
"hirenerat",0,9,4,5,0
"otes",1,4,2,2,0
"icoriums",0,8,4,4,0
"ultrarapid",1,10,4,6,0
"automobiled",1,11,6,5,0
"clauddetta",1,10,4,6,0
"radioman",1,8,4,4,0
"pennalisms",1,10,3,7,0
"devinna",1,7,3,4,0
"zels",1,4,1,3,0
"cytherea",1,8,3,5,0
"misdials",1,8,3,5,0
"sermonist",1,9,3,6,0
"oralfue",0,7,4,3,0
"adiknybbyxm",0,11,2,9,0
"ixfshjjyclkrphkjvktq",0,20,1,19,0
"semipiousness",1,13,6,7,0
"periphrygians",0,13,4,9,0
"nonprivileged",1,13,5,8,0
"necklike",1,8,3,5,0
"streneriatenicktiavindengglleyorifixarejapyotr",0,46,18,28,0
"irj",0,3,1,2,0
"diipenates",1,10,5,5,0
"outwriggled",1,11,4,7,0
"skimmington",1,11,3,8,0
"peaberries",1,10,5,5,0
"gly",0,3,0,3,0
"niuean",1,6,4,2,0
"catrosepiped",0,12,5,7,0
"overseriously",1,13,6,7,0
"subcomputations",1,15,6,9,0
"pantonaccum",0,11,4,7,0
"gyropilot",1,9,3,6,0
"hnrjbxzozrcxamgtoyw",0,19,3,16,0
"steeve",1,6,3,3,0
"earilinspiring",0,14,6,8,0
"sorecognitobiologiest",0,21,10,11,0
"sciamachy",1,9,3,6,0
"dissymmetricality",0,17,5,12,0
"pongess",0,7,2,5,0
"fainters",1,8,3,5,0
"reglossianises",0,14,6,8,0
"dyswuyheytv'bwvbmsijtfjj'",0,25,3,22,2
"yfyduv'wmtlytcbxaouqxxfhm",0,25,4,21,1
"troubadourist",1,13,6,7,0
"wn",0,2,0,2,0
"betti",1,5,2,3,0
"sauncy",1,6,2,4,0
"manihot",1,7,3,4,0
"thouse",1,6,3,3,0
"appreciatorily",1,14,6,8,0
"enced",0,5,2,3,0
"'tiytkaznxbz",0,12,2,10,1
"isohyetal",1,9,4,5,0
"crasin",0,6,2,4,0
"abscissa",1,8,3,5,0
"ostia",1,5,3,2,0
"waitstaff",1,9,3,6,0
"yinchmoo",0,8,3,5,0
"elyse",1,5,2,3,0
"telepathising",1,13,5,8,0
"aerobusses",1,10,5,5,0
"mcminutive",0,10,4,6,0
"viridissa",1,9,4,5,0
"autocarpial",0,11,6,5,0
"pheboicabillaniting",0,19,8,11,0
"geronomite",1,10,5,5,0
"jesuist",1,7,3,4,0
"hippienesses",1,12,5,7,0
"feverberry",1,10,3,7,0
"viragi",0,6,3,3,0
"liverleaveningshade",0,19,8,11,0
"equener",0,7,4,3,0
"ifulvenorraticuneseringnetigrgges",0,33,13,20,0
"contating",0,9,3,6,0
"burcuros",0,8,3,5,0
"rhythmies",0,9,2,7,0
"pida",0,4,2,2,0
"correkee",0,8,4,4,0
"zpeziqpaht",0,10,3,7,0
"alcmene",1,7,3,4,0
"sihasapa",1,8,4,4,0
"sansk",1,5,1,4,0
"buarerocarorexichesussy",0,23,10,13,0
"eparblnuhvkmsittsi",0,18,5,13,0
"hypervitalicyl",0,14,4,10,0
"harpsichord",1,11,3,8,0
"nonreverently",1,13,4,9,0
"aphyllanthaceae",1,15,6,9,0
"pgrel'niozmez'h",0,15,4,11,2
"outproduceable",0,14,7,7,0
"syncopating",1,11,3,8,0
"nonbelligerency",1,15,5,10,0
"optatives",1,9,4,5,0
"haex",0,4,2,2,0
"pqrikstehsvecyet",0,16,4,12,0
"debutes",0,7,3,4,0
"crystallogeny",1,13,3,10,0
"qjb",0,3,0,3,0
"percuttermobility",0,17,6,11,0
"napoleonist",1,11,5,6,0
"leptoty",0,7,2,5,0
"storages",1,8,3,5,0
"mozzetta",1,8,3,5,0
"votiveness",1,10,4,6,0
"abaddie",0,7,4,3,0
"payn",0,4,1,3,0
"cephallical",0,11,4,7,0
"yosahokli",0,9,4,5,0
"lidar",1,5,2,3,0
"netterousnes",0,12,5,7,0
"leachous",0,8,4,4,0
"arass",0,5,2,3,0
"panspermists",1,12,3,9,0
"paulinistically",1,15,6,9,0
"wuproueres",0,10,5,5,0
"pf",1,2,0,2,0
"sociability",1,11,5,6,0
"alid",0,4,2,2,0
"babweapelmined",0,14,6,8,0
"falsers",1,7,2,5,0
"subscriber",1,10,3,7,0
"padklb",0,6,1,5,0
"mesodermaged",0,12,5,7,0
"zooxanthine",0,11,5,6,0
"antimodernity",0,13,5,8,0
"swordsmanship",1,13,3,10,0
"arethuse",1,8,4,4,0
"anglophobe",1,10,4,6,0
"disoperator",0,11,5,6,0
"retrim",1,6,2,4,0
"panial",0,6,3,3,0
"anning",0,6,2,4,0
"protonematoid",1,13,6,7,0
"extratympanic",1,13,4,9,0
"quereolastallourelmingall",0,25,11,14,0
"gulitalceartaitipoida",0,21,11,10,0
"eliaheraliafon",0,14,8,6,0
"maximums",1,8,3,5,0
"scrymatistrametiandenced",0,24,8,16,0
"equitarism",0,10,5,5,0
"lindberg",1,8,2,6,0
"superstition",1,12,5,7,0
"rattinesses",1,11,4,7,0
"tremellales",1,11,4,7,0
"extenuator",1,10,5,5,0
"lmvhbugf",0,8,1,7,0
"turividanviswanysunes",0,21,8,13,0
"telesales",1,9,4,5,0
"priapuses",1,9,4,5,0
"desposes",0,8,3,5,0
"sewes",0,5,2,3,0
"cers",0,4,1,3,0
"revolute",1,8,4,4,0
"chiefship",1,9,3,6,0
"cfjdjbozurogtwzfj'rouxj",0,23,5,18,1
"dorsiventralities",1,17,7,10,0
"tfadzmogyxzzftcvl",0,17,2,15,0
"ochroma",1,7,3,4,0
"prpattosta",0,10,3,7,0
"unri",0,4,2,2,0
"unfart",0,6,2,4,0
"gondivile",0,9,4,5,0
"jamdanis",1,8,3,5,0
"heterodyning",1,12,4,8,0
"peristalses",1,11,4,7,0
"miratoxeness",0,12,5,7,0
"anociation",1,10,6,4,0
"qrrco'lsagghxtum'wmrlwqckyj",0,27,3,24,2
"laue",1,4,3,1,0
"nightriding",1,11,3,8,0
"abruzzi",1,7,3,4,0
"silva",1,5,2,3,0
"dayanim",1,7,3,4,0
"coquilhatville",1,14,6,8,0
"lognesterring",0,13,4,9,0
"leffen",1,6,2,4,0
"unpossibly",1,10,3,7,0
"cansfusionlessly",0,16,5,11,0
"irreversiblenesses",1,18,7,11,0
"ctivelinc",0,9,3,6,0
"perap",0,5,2,3,0
"capacitate",1,10,5,5,0
"pondfulness",0,11,3,8,0
"poleless",1,8,3,5,0
"hcbb'e'ioa",0,10,4,6,2
"chopharrimler",0,13,4,9,0
"nerbuddie",0,9,4,5,0
"jlogeinfdde",0,11,4,7,0
"loyde",1,5,2,3,0
"iibc'qkyksrkaosvkuwjytxa",0,24,6,18,1
"ingnue",1,6,3,3,0
"blatt",1,5,1,4,0
"salinan",1,7,3,4,0
"xwsotsykpquhwo",0,14,3,11,0
"aligurlane",0,10,5,5,0
"trirement",0,9,3,6,0
"scripterons",0,11,3,8,0
"etants",0,6,2,4,0
"forgiellhdringlarbumake",0,23,8,15,0
"lollygags",1,9,2,7,0
"stracent",0,8,2,6,0
"mindofure",0,9,4,5,0
"chedra",0,6,2,4,0
"alamate",0,7,4,3,0
"overpoweringly",1,14,5,9,0
"unidolised",1,10,5,5,0
"pasang",1,6,2,4,0
"epiblastic",1,10,4,6,0
"ndifogouneeapa",0,14,8,6,0
"monsigned",0,9,3,6,0
"impresetties",0,12,5,7,0
"gfttskwlnxxkcohnt''eigjd",0,24,3,21,2
"auximon",0,7,4,3,0
"superoanterior",1,14,7,7,0
"proteinem",0,9,4,5,0
"promotion",1,9,4,5,0
"cowpoke",1,7,3,4,0
"afterhug",0,8,3,5,0
"uncoronaries",0,12,6,6,0
"barna",1,5,2,3,0
"virginality",0,11,4,7,0
"gomes",0,5,2,3,0
"peridinidae",1,11,6,5,0
"xogkstofgmikbjnvqpld",0,20,3,17,0
"demicirque",0,10,5,5,0
"preminis",0,8,3,5,0
"rhizoid",1,7,3,4,0
"scytosis",0,8,2,6,0
"excogitating",1,12,5,7,0
"reflector",1,9,3,6,0
"ving",0,4,1,3,0
"curarinesses",0,12,5,7,0
"disings",0,7,2,5,0
"insatiability",1,13,6,7,0
"pecht",1,5,1,4,0
"lekythos",1,8,2,6,0
"deverbative",1,11,5,6,0
"ilabur",0,6,3,3,0
"kejkbgbuatuogytxknnmwqfptwyy",0,28,5,23,0
"paraphysate",1,11,4,7,0
"zahqnuri",0,8,3,5,0
"chroococcus",1,11,4,7,0
"glucuronide",1,11,5,6,0
"liquesces",1,9,4,5,0
"undercanopy",1,11,4,7,0
"machmetha",0,9,3,6,0
"delphing",0,8,2,6,0
"rtenonontonttrwithancs",0,22,6,16,0
"reavouchments",0,13,5,8,0
"copake",1,6,3,3,0
"metairistical",0,13,6,7,0
"ketal",1,5,2,3,0
"appraiser",1,9,4,5,0
"knitter",1,7,2,5,0
"'cdhndrlzybg",0,12,0,12,1
"sphygmoplast",0,12,2,10,0
"milk",1,4,1,3,0
"kerry",1,5,1,4,0
"pumietetutad",0,12,6,6,0
"gingyctronele",0,13,4,9,0
"scrately",0,8,2,6,0
"wisches",0,7,2,5,0
"hydrometamorphism",1,17,5,12,0
"awwromb'czgejpmvehmsalubssye",0,28,7,21,1
"chemoprotein",0,12,5,7,0
"trebuccanies",0,12,5,7,0
"checklist",1,9,2,7,0
"rhetorise",1,9,4,5,0
"eurocarpies",0,11,6,5,0
"leppiest",0,8,3,5,0
"aej'lkaxvcrlowda",0,16,5,11,1
"nonchine",0,8,3,5,0
"tastefulness",1,12,4,8,0
"footfaultless",0,13,5,8,0
"enntenenodellidu",0,16,7,9,0
"hartourgeous",0,12,6,6,0
"ryfbzzbusdzshmizapvnbe",0,22,4,18,0
"wose",0,4,2,2,0
"unflag",0,6,2,4,0
"insentiency",1,11,4,7,0
"quasipartite",0,12,6,6,0
"bcfxxa'ehg",0,10,2,8,1
"oca",1,3,2,1,0
"gimcrack",1,8,2,6,0
"appender",1,8,3,5,0
"sinciput",1,8,3,5,0
"tricalycural",0,12,4,8,0
"perisoma",1,8,4,4,0
"ovet",0,4,2,2,0
"kinder",1,6,2,4,0
"tortrices",1,9,3,6,0
"amba",1,4,2,2,0
"sambo",1,5,2,3,0
"liendes",0,7,3,4,0
"odenvillaminable",0,16,7,9,0
"microcodilia",0,12,6,6,0
"withy",1,5,1,4,0
"pseudousness",0,12,5,7,0
"aquone",1,6,4,2,0
"lawbook",1,7,3,4,0
"auqjqx",0,6,2,4,0
"rheobase",1,8,4,4,0
"seminto",0,7,3,4,0
"lugubium",0,8,4,4,0
"pareos",1,6,3,3,0
"communicatally",0,14,5,9,0
"balkane",0,7,3,4,0
"pentiodide",1,10,5,5,0
"bulsejet",0,8,3,5,0
"brassfoundings",1,14,4,10,0
"connochaetes",1,12,5,7,0
"pascale",1,7,3,4,0
"effeminately",1,12,5,7,0
"mallin",1,6,2,4,0
"stonyford",1,9,2,7,0
"licastro",1,8,3,5,0
"calmend",0,7,2,5,0
"ame",1,3,2,1,0
"mesostoma",1,9,4,5,0
