word,present,len,vowels,consonants,nonletters,vtc
transmigranomian,0,16,6,10,0,0.6
godewyn,1,7,2,5,0,0.4
lomi,0,4,2,2,0,1
hkhbifstsrwxqunpc,0,17,2,15,0,0.133333333333333
kesomioote,0,10,6,4,0,1.5
superian,0,8,4,4,0,1
dampishly,1,9,2,7,0,0.285714285714286
flashcards,1,10,2,8,0,0.25
vereditarily,0,12,5,7,0,0.714285714285714
snoove,1,6,3,3,0,1
lendings,1,8,2,6,0,0.333333333333333
rapsislutodrativapuleel,0,23,10,13,0,0.769230769230769
scatroinstiterle,0,16,6,10,0,0.6
sawhore,0,7,3,4,0,0.75
didoulesunaconcalelit,0,21,10,11,0,0.909090909090909
cereuses,1,8,4,4,0,1
feminity,1,8,3,5,0,0.6
bechic,1,6,2,4,0,0.5
uptalk,1,6,2,4,0,0.5
mounte,0,6,3,3,0,1
isidium,0,7,4,3,0,1.33333333333333
penoid,0,6,3,3,0,1
aviha,0,5,3,2,0,1.5
vroqfnkdleabpqgpwz,0,18,3,15,0,0.2
thesterisabibunadingeevikshede,0,30,13,17,0,0.764705882352941
uncooperating,1,13,6,7,0,0.857142857142857
parthenius,1,10,4,6,0,0.666666666666667
biuplogunila,0,12,6,6,0,1
sitophyre,0,9,3,6,0,0.5
jlxq,0,4,0,4,0,0
vapidism,1,8,3,5,0,0.6
conclamation,1,12,5,7,0,0.714285714285714
laudeteria,0,10,6,4,0,1.5
highlands,1,9,2,7,0,0.285714285714286
akund,1,5,2,3,0,0.666666666666667
breechcloth,1,11,3,8,0,0.375
nonoblast,0,9,3,6,0,0.5
revelociculatation,0,18,9,9,0,1
velishableadaloweinagallisany,0,29,13,16,0,0.8125
vatoifeunangsipll,0,17,7,10,0,0.7
laything,0,8,2,6,0,0.333333333333333
teus,0,4,2,2,0,1
intraperineal,1,13,6,7,0,0.857142857142857
malvaceae,1,9,5,4,0,1.25
brunotogy,0,9,3,6,0,0.5
hetampbelock,0,12,4,8,0,0.5
juevvxrznnyv,0,12,2,10,0,0.2
gtfvsscurchdcyrqb',0,18,1,17,1,0.0588235294117647
plowjogger,1,10,3,7,0,0.428571428571429
gypsy,1,5,0,5,0,0
altand,0,6,2,4,0,0.5
stists,0,6,1,5,0,0.2
stemmy,1,6,1,5,0,0.2
pledged,1,7,2,5,0,0.4
revator,0,7,3,4,0,0.75
fleah,0,5,2,3,0,0.666666666666667
orchese,0,7,3,4,0,0.75
retten,0,6,2,4,0,0.5
jech,0,4,1,3,0,0.333333333333333
lotherbesean,0,12,5,7,0,0.714285714285714
resis,0,5,2,3,0,0.666666666666667
rafaelof,1,8,4,4,0,1
tulusabilither,0,14,6,8,0,0.75
'iqsxut,0,7,2,5,1,0.4
brucella,1,8,3,5,0,0.6
pinjays,0,7,2,5,0,0.4
lanistic,0,8,3,5,0,0.6
bargemen,1,8,3,5,0,0.6
florae,1,6,3,3,0,1
enflowerablenesses,0,18,7,11,0,0.636363636363636
hocalifellysibewer,0,18,7,11,0,0.636363636363636
blackage,0,8,3,5,0,0.6
oviparousnesses,0,15,7,8,0,0.875
tion,0,4,2,2,0,1
carpopoditic,1,12,5,7,0,0.714285714285714
didelphiness,0,12,4,8,0,0.5
izvestia,1,8,4,4,0,1
humablency,0,10,3,7,0,0.428571428571429
kopelle,0,7,3,4,0,0.75
desarighted,0,11,4,7,0,0.571428571428571
lectern,1,7,2,5,0,0.4
reforgeable,1,11,5,6,0,0.833333333333333
largenius,0,9,4,5,0,0.8
euously,0,7,4,3,0,1.33333333333333
imposthumates,1,13,5,8,0,0.625
bridgeables,1,11,4,7,0,0.571428571428571
phiporogaterety,0,15,6,9,0,0.666666666666667
ckauareroditins,0,15,7,8,0,0.875
areocentric,1,11,5,6,0,0.833333333333333
nonhomogeneousness,0,18,8,10,0,0.8
pachismeserileted,0,17,7,10,0,0.7
cedernghiacoeciosis,0,19,9,10,0,0.9
sutteeism,1,9,4,5,0,0.8
signage,1,7,3,4,0,0.75
elaterometer,1,12,6,6,0,1
sheenie,1,7,4,3,0,1.33333333333333
counterterm,1,11,4,7,0,0.571428571428571
rmyyoqimaazgl,0,13,4,9,0,0.444444444444444
homelessnesses,1,14,5,9,0,0.555555555555556
upwrencher,0,10,3,7,0,0.428571428571429
cnr,1,3,0,3,0,0
swillbelly,1,10,2,8,0,0.25
zonr,0,4,1,3,0,0.333333333333333
umbloochetes,0,12,5,7,0,0.714285714285714
gynoecious,0,10,5,5,0,1
coneogrefolgoeucariani,0,22,12,10,0,1.2
supermysteries,1,14,5,9,0,0.555555555555556
uralite,1,7,4,3,0,1.33333333333333
anom,0,4,2,2,0,1
neallispecatichantwidntola,0,26,10,16,0,0.625
darrouzett,1,10,4,6,0,0.666666666666667
medromalactivalethodistically,0,29,11,18,0,0.611111111111111
fletchedly,0,10,2,8,0,0.25
caryophyllin,1,12,3,9,0,0.333333333333333
cincinctnesses,0,14,4,10,0,0.4
snakishness,0,11,3,8,0,0.375
convalustan,0,11,4,7,0,0.571428571428571
nimrodic,1,8,3,5,0,0.6
dichlorides,1,11,4,7,0,0.571428571428571
hyperiqua,0,9,4,5,0,0.8
ghostily,1,8,2,6,0,0.333333333333333
oliphant,1,8,3,5,0,0.6
oviste,0,6,3,3,0,1
exauthoritarianism,0,18,9,9,0,1
pqnkjbqfc'ijdzkcv,0,17,1,16,1,0.0625
bustier,1,7,3,4,0,0.75
pleomorphosis,0,13,5,8,0,0.625
parnellite,1,10,4,6,0,0.666666666666667
araeometry,1,10,5,5,0,1
laparohysterotomy,1,17,6,11,0,0.545454545454545
proctopushed,0,12,4,8,0,0.5
midittles,0,9,3,6,0,0.5
wynuchoutteral,0,14,5,9,0,0.555555555555556
renculace,0,9,4,5,0,0.8
overgallamuchillahs,0,19,7,12,0,0.583333333333333
diffusednesses,1,14,5,9,0,0.555555555555556
designees,1,9,4,5,0,0.8
scended,1,7,2,5,0,0.4
animatronics,1,12,5,7,0,0.714285714285714
epigone,1,7,4,3,0,1.33333333333333
prepleviewable,0,14,6,8,0,0.75
korah,1,5,2,3,0,0.666666666666667
pos,1,3,1,2,0,0.5
sivated,0,7,3,4,0,0.75
consequel,0,9,4,5,0,0.8
norm,1,4,1,3,0,0.333333333333333
parearts,0,8,3,5,0,0.6
preadjustments,1,14,4,10,0,0.4
futtock,1,7,2,5,0,0.4
tundish,1,7,2,5,0,0.4
bogexato,0,8,4,4,0,1
brachytactyly,1,13,2,11,0,0.181818181818182
buckler,1,7,2,5,0,0.4
immortiser,0,10,4,6,0,0.666666666666667
gitas,1,5,2,3,0,0.666666666666667
lnwfytaccatezjkkg'owcsxgjkg,0,27,4,23,1,0.173913043478261
vinegarroon,1,11,5,6,0,0.833333333333333
chysts,0,6,0,6,0,0
acupuncturist,1,13,5,8,0,0.625
contipopterning,0,15,5,10,0,0.5
bools,1,5,2,3,0,0.666666666666667
mixodectes,1,10,4,6,0,0.666666666666667
xcoxmyejcxz,0,11,2,9,0,0.222222222222222
subtlet,0,7,2,5,0,0.4
absarah,0,7,3,4,0,0.75
decketicand,0,11,4,7,0,0.571428571428571
nonprognost,0,11,3,8,0,0.375
unquietable,1,11,6,5,0,1.2
underminding,1,12,4,8,0,0.5
fubar,1,5,2,3,0,0.666666666666667
jerald,1,6,2,4,0,0.5
isohydric,1,9,3,6,0,0.5
widespread,1,10,4,6,0,0.666666666666667
cuzpllursss,0,11,2,9,0,0.222222222222222
hippocration,0,12,5,7,0,0.714285714285714
drigaticiolatingwiggler,0,23,9,14,0,0.642857142857143
jablon,1,6,2,4,0,0.5
extoum,0,6,3,3,0,1
etruscans,1,9,3,6,0,0.5
tjvcbzcuamwpvnuv,0,16,3,13,0,0.230769230769231
occurring,1,9,3,6,0,0.5
heliped,0,7,3,4,0,0.75
xenolite,1,8,4,4,0,1
nonleguminositol,0,16,7,9,0,0.777777777777778
nalats,0,6,2,4,0,0.5
burrow,1,6,2,4,0,0.5
xtcitaxqe,0,9,3,6,0,0.5
esophorbitely,0,13,5,8,0,0.625
nonproducible,1,13,5,8,0,0.625
rrqlj'mfpquftwzhcqvrcqy,0,23,1,22,1,0.0454545454545455
transmittings,0,13,3,10,0,0.3
prestrean,0,9,3,6,0,0.5
ditoss,0,6,2,4,0,0.5
precomputing,1,12,4,8,0,0.5
kiwqagk'xpnqfhl'k'ypvibobg'jl,0,29,4,25,4,0.16
canas,0,5,2,3,0,0.666666666666667
dero,0,4,2,2,0,1
okevvy,0,6,2,4,0,0.5
anasarca,1,8,4,4,0,1
unprofessionally,1,16,6,10,0,0.6
uneeda,1,6,4,2,0,2
frederica,1,9,4,5,0,0.8
trimmerally,0,11,3,8,0,0.375
momently,1,8,2,6,0,0.333333333333333
stomorpts,0,9,2,7,0,0.285714285714286
euclenbreassies,0,15,7,8,0,0.875
endocele,0,8,4,4,0,1
hejanilabilitiona,0,17,9,8,0,1.125
columbar,0,8,3,5,0,0.6
reronium,0,8,4,4,0,1
mycolite,0,8,3,5,0,0.6
cludufurantison,0,15,6,9,0,0.666666666666667
jixiomper,0,9,4,5,0,0.8
libb,1,4,1,3,0,0.333333333333333
vrouws,1,6,2,4,0,0.5
archenemies,1,11,5,6,0,0.833333333333333
shortsightedness,1,16,4,12,0,0.333333333333333
hessian,1,7,3,4,0,0.75
archimime,1,9,4,5,0,0.8
tecxevfklurjbxop',0,17,4,13,1,0.307692307692308
bakehouse,1,9,5,4,0,1.25
anklebones,1,10,4,6,0,0.666666666666667
fbtynoufuskbzqwynfgmivanq,0,25,5,20,0,0.25
nondkic,0,7,2,5,0,0.4
offered,1,7,3,4,0,0.75
uyect'dsvfmotk,0,14,3,11,1,0.272727272727273
superstar,1,9,3,6,0,0.5
zbyczhyttxqeaw'b'dzbh,0,21,2,19,2,0.105263157894737
sapphisms,1,9,2,7,0,0.285714285714286
mutabilities,1,12,6,6,0,1
slavonias,0,9,4,5,0,0.8
alysoun,1,7,3,4,0,0.75
cloup,0,5,2,3,0,0.666666666666667
acceptablenesses,1,16,6,10,0,0.6
antiricin,1,9,4,5,0,0.8
needleproof,1,11,5,6,0,0.833333333333333
homospories,1,11,5,6,0,0.833333333333333
uqj'komyzvp,0,11,2,9,1,0.222222222222222
strauchted,1,10,3,7,0,0.428571428571429
portative,0,9,4,5,0,0.8
outlawins,0,9,4,5,0,0.8
cola,1,4,2,2,0,1
burgoo,1,6,3,3,0,1
mazateco,1,8,4,4,0,1
kd,1,2,0,2,0,0
clems,1,5,1,4,0,0.25
gitana,1,6,3,3,0,1
avkasvppwf''c,0,13,2,11,2,0.181818181818182
scornings,1,9,2,7,0,0.285714285714286
lipariontsdinymishmen,0,21,7,14,0,0.5
egomsulatreinierros,0,19,9,10,0,0.9
sulphantimonite,1,15,6,9,0,0.666666666666667
condoes,1,7,3,4,0,0.75
conicamole,0,10,5,5,0,1
harmaning,1,9,3,6,0,0.5
worthmetelted,0,13,4,9,0,0.444444444444444
untathebanthodoubletisms,0,24,9,15,0,0.6
ventiducts,1,10,3,7,0,0.428571428571429
tofruid,0,7,3,4,0,0.75
preachments,1,11,3,8,0,0.375
unrefracting,1,12,4,8,0,0.5
osbourn,1,7,3,4,0,0.75
readvances,1,10,4,6,0,0.666666666666667
tenchifying,0,11,3,8,0,0.375
'qiwyykkzu,0,10,2,8,1,0.25
vedis,1,5,2,3,0,0.666666666666667
philomel,1,8,3,5,0,0.6
spain,1,5,2,3,0,0.666666666666667
rhical,0,6,2,4,0,0.5
frogeye,1,7,3,4,0,0.75
bubo,1,4,2,2,0,1
supersoler,0,10,4,6,0,0.666666666666667
blllaunavingrretes,0,18,6,12,0,0.5
heartthrob,1,10,3,7,0,0.428571428571429
marawling,0,9,3,6,0,0.5
nonphysiologically,1,18,6,12,0,0.5
ophilocybin,0,11,4,7,0,0.571428571428571
divulgence,1,10,4,6,0,0.666666666666667
cydipping,0,9,2,7,0,0.285714285714286
reenthrones,1,11,4,7,0,0.571428571428571
interwise,0,9,4,5,0,0.8
chronogrammic,1,13,4,9,0,0.444444444444444
qfjykuqemjqlthhldpvhiynyvk,0,26,3,23,0,0.130434782608696
reaumur,1,7,4,3,0,1.33333333333333
microcration,0,12,5,7,0,0.714285714285714
litsertingly,0,12,3,9,0,0.333333333333333
bridered,0,8,3,5,0,0.6
countertransversely,0,19,6,13,0,0.461538461538462
hfoayjytnvbbn,0,13,2,11,0,0.181818181818182
preceptories,1,12,5,7,0,0.714285714285714
yshhtkq,0,7,0,7,0,0
champignons,1,11,3,8,0,0.375
charterioculamite,0,17,8,9,0,0.888888888888889
takhan,0,6,2,4,0,0.5
tenetruddys,0,11,3,8,0,0.375
alplerounancocrfr,0,17,6,11,0,0.545454545454545
footganger,1,10,4,6,0,0.666666666666667
distocles,0,9,3,6,0,0.5
harbon,0,6,2,4,0,0.5
ovenintic,0,9,4,5,0,0.8
dinks,1,5,1,4,0,0.25
leblood,0,7,3,4,0,0.75
shle,0,4,1,3,0,0.333333333333333
unsettled,1,9,3,6,0,0.5
obsecrations,1,12,5,7,0,0.714285714285714
g'jgbmwqthvwpvlctms'uo'yzv,0,26,2,24,3,0.0833333333333333
mhakccefanlsoifucdyz,0,20,6,14,0,0.428571428571429
precaudal,1,9,4,5,0,0.8
bcjnqtrlrfv'pm'alzd,0,19,1,18,2,0.0555555555555556
omniscaling,0,11,4,7,0,0.571428571428571
achlor,0,6,2,4,0,0.5
laboratories,1,12,6,6,0,1
softies,1,7,3,4,0,0.75
nonfusibility,1,13,5,8,0,0.625
guinn,1,5,2,3,0,0.666666666666667
ontrititopablerainerontanastogaled,0,34,15,19,0,0.789473684210526
lunik,1,5,2,3,0,0.666666666666667
xyty'fnhixtxeddtcsv,0,19,2,17,1,0.117647058823529
ub'l'lqqvsejrcukvzhlbxple,0,25,4,21,2,0.19047619047619
electant,1,8,3,5,0,0.6
kiehl,1,5,2,3,0,0.666666666666667
riated,0,6,3,3,0,1
hypersensitised,1,15,5,10,0,0.5
heptachronous,1,13,5,8,0,0.625
bllogllsmis,0,11,2,9,0,0.222222222222222
nadbus,1,6,2,4,0,0.5
vlftqhupw,0,9,1,8,0,0.125
selva,1,5,2,3,0,0.666666666666667
harmereillysinga,0,16,6,10,0,0.6
influenced,1,10,4,6,0,0.666666666666667
instateroom,0,11,5,6,0,0.833333333333333
pethanegracast,0,14,5,9,0,0.555555555555556
hubman,0,6,2,4,0,0.5
hemapo,0,6,3,3,0,1
gchilvilly,0,10,2,8,0,0.25
ougamy,1,6,3,3,0,1
butleresses,0,11,4,7,0,0.571428571428571
cemitaur,0,8,4,4,0,1
physicobiological,1,17,7,10,0,0.7
berytidae,1,9,4,5,0,0.8
provocation,1,11,5,6,0,0.833333333333333
ingleneuks,1,10,4,6,0,0.666666666666667
bailee,1,6,4,2,0,2
postadolescences,1,16,6,10,0,0.6
ananite,1,7,4,3,0,1.33333333333333
mahatmas,1,8,3,5,0,0.6
teco,1,4,2,2,0,1
horsemongers,0,12,4,8,0,0.5
epidote,1,7,4,3,0,1.33333333333333
mesoparapteron,1,14,6,8,0,0.75
decivilizing,0,12,5,7,0,0.714285714285714
fingerpaints,1,12,4,8,0,0.5
presurmises,1,11,4,7,0,0.571428571428571
phras,0,5,1,4,0,0.25
dation,0,6,3,3,0,1
apfelstadt,1,10,3,7,0,0.428571428571429
ludovico,1,8,4,4,0,1
munwarconwg,0,11,3,8,0,0.375
cmzfll,0,6,0,6,0,0
gqpaodrn'weozsffqswgr,0,21,4,17,1,0.235294117647059
trus,0,4,1,3,0,0.333333333333333
cariniana,1,9,5,4,0,1.25
raddi,1,5,2,3,0,0.666666666666667
beelting,0,8,3,5,0,0.6
outbury,0,7,3,4,0,0.75
yellowknife,1,11,4,7,0,0.571428571428571
formulisms,1,10,3,7,0,0.428571428571429
fultioncoologuebartetowzi,0,25,12,13,0,0.923076923076923
noodi,0,5,3,2,0,1.5
jerma,0,5,2,3,0,0.666666666666667
alco,1,4,2,2,0,1
galactometeor,0,13,6,7,0,0.857142857142857
gazeucitroganders,0,17,7,10,0,0.7
melloni,0,7,3,4,0,0.75
redeploy,1,8,3,5,0,0.6
hintonesis,0,10,4,6,0,0.666666666666667
buckshee,1,8,3,5,0,0.6
qmywafaphv,0,10,2,8,0,0.25
infeighterede,0,13,6,7,0,0.857142857142857
hardress,0,8,2,6,0,0.333333333333333
hom,1,3,1,2,0,0.5
dolgeville,1,10,4,6,0,0.666666666666667
nonrecombinant,1,14,5,9,0,0.555555555555556
glm,0,3,0,3,0,0
hisqunkoky'rbckweft'mzj'nab,0,27,5,22,3,0.227272727272727
qumellie,0,8,4,4,0,1
oebatbowjsjunshidxbdmli,0,23,7,16,0,0.4375
cangr,0,5,1,4,0,0.25
subdeb,1,6,2,4,0,0.5
casecreate,0,10,5,5,0,1
chauncing,1,9,3,6,0,0.5
nonychial,0,9,3,6,0,0.5
cqlzpoirqqtbamrgvjznnmujnmagub,0,30,6,24,0,0.25
constocytosigmativiolaptings,0,28,10,18,0,0.555555555555556
fusted,0,6,2,4,0,0.5
woodilurism,0,11,5,6,0,0.833333333333333
ooblast,1,7,3,4,0,0.75
alicrande,0,9,4,5,0,0.8
interlocutor,1,12,5,7,0,0.714285714285714
bechet,1,6,2,4,0,0.5
eltx,0,4,1,3,0,0.333333333333333
seleness,0,8,3,5,0,0.6
nemus,0,5,2,3,0,0.666666666666667
tegumentum,1,10,4,6,0,0.666666666666667
forklifted,1,10,3,7,0,0.428571428571429
nytgtzpvnv,0,10,0,10,0,0
hector,1,6,2,4,0,0.5
pyreantesquirer,0,15,6,9,0,0.666666666666667
undaily,1,7,3,4,0,0.75
friendship,1,10,3,7,0,0.428571428571429
skarless,0,8,2,6,0,0.333333333333333
phantic,1,7,2,5,0,0.4
filiety,1,7,3,4,0,0.75
iodis,0,5,3,2,0,1.5
wrjjqzlf,0,8,0,8,0,0
underwheels,0,11,4,7,0,0.571428571428571
renal,1,5,2,3,0,0.666666666666667
didders,1,7,2,5,0,0.4
dzqm'iqbpfjlf,0,13,1,12,1,0.0833333333333333
proctoral,1,9,3,6,0,0.5
unsymbolineariehs,0,17,7,10,0,0.7
elite,1,5,3,2,0,1.5
fiestralits,0,11,4,7,0,0.571428571428571
fenelton,1,8,3,5,0,0.6
vitilitigated,1,13,6,7,0,0.857142857142857
footyphytes,0,11,3,8,0,0.375
semiradicalness,1,15,6,9,0,0.666666666666667
kuroshio,1,8,4,4,0,1
toponymic,1,9,3,6,0,0.5
rosemonopolis,0,13,6,7,0,0.857142857142857
asyurelantitiscrystervicelournut,0,32,12,20,0,0.6
rechesentheimpianonoralengs,0,27,11,16,0,0.6875
photome,0,7,3,4,0,0.75
swp'bsi'ai,0,10,3,7,2,0.428571428571429
keyport,1,7,2,5,0,0.4
peremma,0,7,3,4,0,0.75
sobersidedness,1,14,5,9,0,0.555555555555556
retrude,1,7,3,4,0,0.75
afterwit,1,8,3,5,0,0.6
barbecue,1,8,4,4,0,1
simule,1,6,3,3,0,1
ravaw,0,5,2,3,0,0.666666666666667
muckworm,1,8,2,6,0,0.333333333333333
voltmentonists,0,14,4,10,0,0.4
commemorational,1,15,7,8,0,0.875
epispadiases,0,12,6,6,0,1
orrices,1,7,3,4,0,0.75
etudes,1,6,3,3,0,1
oredly,0,6,2,4,0,0.5
scribbleomania,1,14,6,8,0,0.75
misferon,0,8,3,5,0,0.6
multicausality,0,14,6,8,0,0.75
rumaki,1,6,3,3,0,1
hesperiphona,1,12,5,7,0,0.714285714285714
vapidnesses,1,11,4,7,0,0.571428571428571
garners,1,7,2,5,0,0.4
stemonous,0,9,4,5,0,0.8
petroleous,1,10,5,5,0,1
bridapona,0,9,4,5,0,0.8
l'oreal,1,7,3,4,1,0.75
cundiflorales,0,13,5,8,0,0.625
benenstein,0,10,4,6,0,0.666666666666667
qutownctialap,0,13,5,8,0,0.625
insolubilisation,1,16,8,8,0,1
apind,0,5,2,3,0,0.666666666666667
ddis,0,4,1,3,0,0.333333333333333
reblame,1,7,3,4,0,0.75
nbckrkjvt',0,10,0,10,1,0
pickier,1,7,3,4,0,0.75
brusha,0,6,2,4,0,0.5
meneers,1,7,3,4,0,0.75
windraminia,0,11,5,6,0,0.833333333333333
opisthodomus,1,12,5,7,0,0.714285714285714
syverson,1,8,2,6,0,0.333333333333333
devlen,1,6,2,4,0,0.5
inarguable,1,10,5,5,0,1
ultraradically,0,14,5,9,0,0.555555555555556
eutaxite,1,8,5,3,0,1.66666666666667
overcommunication,1,17,8,9,0,0.888888888888889
redrives,1,8,3,5,0,0.6
flumish,0,7,2,5,0,0.4
artensively,0,11,4,7,0,0.571428571428571
capulation,0,10,5,5,0,1
wirebird,1,8,3,5,0,0.6
slaister,1,8,3,5,0,0.6
chuoy,0,5,2,3,0,0.666666666666667
colourtype,1,10,4,6,0,0.666666666666667
seriolations,0,12,6,6,0,1
turrile,0,7,3,4,0,0.75
vseevzxwrzw,0,11,2,9,0,0.222222222222222
bpmwofmrunyrpy,0,14,2,12,0,0.166666666666667
kyprbucleshapt,0,14,3,11,0,0.272727272727273
classman,1,8,2,6,0,0.333333333333333
imod'cbuhvozrmnuxvr,0,19,5,14,1,0.357142857142857
burnish,1,7,2,5,0,0.4
veringriunvinton,0,16,6,10,0,0.6
ackneys,0,7,2,5,0,0.4
raropis,0,7,3,4,0,0.75
blankety,1,8,2,6,0,0.333333333333333
canistota,1,9,4,5,0,0.8
cyberpunk,1,9,2,7,0,0.285714285714286
tonganoxie,1,10,5,5,0,1
pampination,1,11,5,6,0,0.833333333333333
preedit,1,7,3,4,0,0.75
deflatform,0,10,3,7,0,0.428571428571429
miermal,0,7,3,4,0,0.75
uncoifed,1,8,4,4,0,1
maxatawny,1,9,3,6,0,0.5
pandreidls,0,10,3,7,0,0.428571428571429
shermanesque,1,12,5,7,0,0.714285714285714
hetaerist,1,9,4,5,0,0.8
elenchize,1,9,4,5,0,0.8
patrocities,0,11,5,6,0,0.833333333333333
nitrogenergirlfried,0,19,7,12,0,0.583333333333333
scopate,1,7,3,4,0,0.75
disciss,0,7,2,5,0,0.4
toski,0,5,2,3,0,0.666666666666667
ooscicidalskabomarfis,0,21,9,12,0,0.75
cannelated,1,10,4,6,0,0.666666666666667
chou,1,4,2,2,0,1
monsterhood,1,11,4,7,0,0.571428571428571
bunbury,1,7,2,5,0,0.4
hhubt'usqdbugmbjqgdvdhqhuocay,0,29,6,23,1,0.260869565217391
hippolytungstate,0,16,5,11,0,0.454545454545455
scltgwkhelbeeopmu,0,17,5,12,0,0.416666666666667
lithr,0,5,1,4,0,0.25
senatia,0,7,4,3,0,1.33333333333333
opisthenar,1,10,4,6,0,0.666666666666667
varmint,1,7,2,5,0,0.4
somniloquentness,0,16,6,10,0,0.6
weslophy,0,8,2,6,0,0.333333333333333
sphegidae,1,9,4,5,0,0.8
amahorocame,0,11,6,5,0,1.2
triaster,1,8,3,5,0,0.6
scalz,1,5,1,4,0,0.25
wianipigavasequmoravepholiondasuci,0,34,17,17,0,1
hackman,1,7,2,5,0,0.4
jaimie,1,6,4,2,0,2
years,1,5,2,3,0,0.666666666666667
skixwonofbxpbsr,0,15,3,12,0,0.25
entiat,1,6,3,3,0,1
tredecillion,1,12,5,7,0,0.714285714285714
lavqorplswghnjuseohldhqroo,0,26,7,19,0,0.368421052631579
prologing,1,9,3,6,0,0.5
baler,1,5,2,3,0,0.666666666666667
mfumbit'lrj'vovnqacy'wlqrdrayf,0,30,5,25,3,0.2
amaliladurisenians,0,18,9,9,0,1
motioner,1,8,4,4,0,1
forestaysail,1,12,5,7,0,0.714285714285714
orsini,1,6,3,3,0,1
gynarchy,1,8,1,7,0,0.142857142857143
mascularises,0,12,5,7,0,0.714285714285714
sntove,0,6,2,4,0,0.5
cannibals,1,9,3,6,0,0.5
mendebsing,0,10,3,7,0,0.428571428571429
mushaa,1,6,3,3,0,1
hloplkmtczjemxzqxsbqgssvsqk,0,27,2,25,0,0.08
phlebology,1,10,3,7,0,0.428571428571429
vappes,0,6,2,4,0,0.5
dunker,1,6,2,4,0,0.5
atevecinittretighos,0,19,8,11,0,0.727272727272727
twangings,1,9,2,7,0,0.285714285714286
germinable,1,10,4,6,0,0.666666666666667
mouthedly,0,9,3,6,0,0.5
homoeochromate,0,14,7,7,0,1
unchulle,0,8,3,5,0,0.6
lackeyed,1,8,3,5,0,0.6
cheerlessness,1,13,4,9,0,0.444444444444444
rotal,1,5,2,3,0,0.666666666666667
lilojhoaezibmbr,0,15,6,9,0,0.666666666666667
cloisterellos,0,13,5,8,0,0.625
systoles,1,8,2,6,0,0.333333333333333
aga,1,3,2,1,0,2
bleaks,1,6,2,4,0,0.5
slatemaker,1,10,4,6,0,0.666666666666667
anamiter,0,8,4,4,0,1
dopantioutiona,0,14,8,6,0,1.33333333333333
cassioners,0,10,4,6,0,0.666666666666667
cnftdbcyyc,0,10,0,10,0,0
gmeaau',0,7,4,3,1,1.33333333333333
unseraphical,1,12,5,7,0,0.714285714285714
hospropiper,0,11,4,7,0,0.571428571428571
thy,1,3,0,3,0,0
regule,0,6,3,3,0,1
buvety,0,6,2,4,0,0.5
malfeasor,1,9,4,5,0,0.8
zaptist,0,7,2,5,0,0.4
phrenes,0,7,2,5,0,0.4
sottiaccar,0,10,4,6,0,0.666666666666667
binocular,1,9,4,5,0,0.8
opaline,1,7,4,3,0,1.33333333333333
polymixiidae,1,12,6,6,0,1
tunicumnus,0,10,4,6,0,0.666666666666667
yijdyvljplex,0,12,2,10,0,0.2
corcaseigh,0,10,4,6,0,0.666666666666667
xorhziogzbn,0,11,3,8,0,0.375
fistics,0,7,2,5,0,0.4
cabrfalalnhamanonfovisly,0,24,8,16,0,0.5
resails,1,7,3,4,0,0.75
ctrs,0,4,0,4,0,0
zfqysbaettcijlfairqavquydk,0,26,7,19,0,0.368421052631579
oaklawn,1,7,3,4,0,0.75
unclarity,1,9,3,6,0,0.5
supratrochlear,1,14,5,9,0,0.555555555555556
convolypocryosalling,0,20,6,14,0,0.428571428571429
gibsonburg,1,10,3,7,0,0.428571428571429
ngleauremadamr,0,14,6,8,0,0.75
prouloettes,0,11,5,6,0,0.833333333333333
geodesy,1,7,3,4,0,0.75
gynaecocratic,1,13,5,8,0,0.625
zacharia,1,8,4,4,0,1
indully,0,7,2,5,0,0.4
sitaiverscofterpsone,0,20,8,12,0,0.666666666666667
varietotoluentialis,0,19,10,9,0,1.11111111111111
bazzazz,0,7,2,5,0,0.4
inatrbkilem,0,11,4,7,0,0.571428571428571
repaper,1,7,3,4,0,0.75
upo'xkhacjee,0,12,5,7,1,0.714285714285714
bulid,0,5,2,3,0,0.666666666666667
manilas,1,7,3,4,0,0.75
laree,1,5,3,2,0,1.5
undervaulting,1,13,5,8,0,0.625
roceous,0,7,4,3,0,1.33333333333333
reminegraveless,0,15,6,9,0,0.666666666666667
foreseau,0,8,5,3,0,1.66666666666667
stertorious,1,11,5,6,0,0.833333333333333
abatjour,1,8,4,4,0,1
ngelishod,0,9,3,6,0,0.5
radars,1,6,2,4,0,0.5
helquje,0,7,3,4,0,0.75
entaculli,0,9,4,5,0,0.8
qczrpxvoxeu,0,11,3,8,0,0.375
heortologion,1,12,6,6,0,1
lithite,1,7,3,4,0,0.75
santini,1,7,3,4,0,0.75
gabbed,1,6,2,4,0,0.5
missu,0,5,2,3,0,0.666666666666667
unexpectable,1,12,5,7,0,0.714285714285714
alulosurioplaba,0,15,8,7,0,1.14285714285714
beneighbored,1,12,5,7,0,0.714285714285714
lwl,1,3,0,3,0,0
unmalignant,1,11,4,7,0,0.571428571428571
shopharyngonasa,0,15,5,10,0,0.5
trian,0,5,2,3,0,0.666666666666667
blticowoo,0,9,4,5,0,0.8
brummie,1,7,3,4,0,0.75
dirige,1,6,3,3,0,1
